,Unnamed: 0,date,author,twitter_name,text,number_of_likes,number_of_retweets,cleaned_tweet,user_handles,hashtags,links,punct,tokenized_text,tokenizer_noStopw,stemmed_text,sentiment,score,polarity,subjectivity
440,440,1643760972000,Vermont National Guard,VTNationalGuard,"Plenty to enjoy in this edition of #GreenMountainGuard, from the return of deployed units to continued #COVID suppo… https://t.co/DznaF1QJiG",3,1,"Plenty to enjoy in this edition of , from the return of deployed units to continued  suppo…",[],"['#GreenMountainGuard', '#COVID']",[' https://t.co/DznaF1QJiG'],Plenty to enjoy in this edition of  from the return of deployed units to continued  suppo…,"[Plenty, to, enjoy, in, this, edition, of,  , from, the, return, of, deployed, units, to, continued,  , suppo, …]","['Plenty', 'enjoy', 'edition', ' ', 'return', 'deployed', 'units', 'continued', ' ', 'suppo', '…']",plenti enjoy edit   return deploy unit continu   suppo …,positive,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4939}",0.4,0.5
441,441,1643760934000,TheMiddleSeat,Juniors_8Ball,@ZekeJMiller @BretBaier The #Trump White House did not have plan to fight #COVID but had about 10 plans to overturn the election.,0,0,The  White House did not have plan to fight  but had about 10 plans to overturn the election.,"['@ZekeJMiller', '@BretBaier']","['#Trump', '#COVID']",[],The  White House did not have plan to fight  but had about 1 plans to overturn the election,"[The,  , White, House, did, not, have, plan, to, fight,  , but, had, about, 1, plans, to, overturn, the, election]","[' ', 'White', 'House', 'plan', 'fight', ' ', '1', 'plans', 'overturn', 'election']",  white hous plan fight   1 plan overturn elect,negative,"{'neg': 0.096, 'neu': 0.904, 'pos': 0.0, 'compound': -0.2023}",0.0,0.0
442,442,1643760870000,Eric Os,EricAndFazio,.@IngrahamAngle You interviewed #RobertLamay and called him a celebrity for not getting #vaccinated. He's now dead… https://t.co/loWCi1b8MP,0,0,. You interviewed  and called him a celebrity for not getting . He's now dead…,['@IngrahamAngle'],"['#RobertLamay', '#vaccinated']",[' https://t.co/loWCi1b8MP'], You interviewed  and called him a celebrity for not getting  Hes now dead…,"[ , You, interviewed,  , and, called, him, a, celebrity, for, not, getting,  , He, s, now, dead, …]","[' ', 'interviewed', ' ', 'called', 'celebrity', 'getting', ' ', 's', 'dead', '…']",  interview   call celebr get   s dead …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
443,443,1643760738000,LTD Davis,LTD765,"@Paul_Is_Muadib If you're just looking for hope, you'd get vaxxed &amp; boosted 

No one ever claimed getting vaxxed wo… https://t.co/y4zr1gnh38",0,0,"_Is_Muadib If you're just looking for hope, you'd get vaxxed &amp; boosted 

No one ever claimed getting vaxxed wo…",['@Paul'],[],[' https://t.co/y4zr1gnh38'],"IsMuadib If youre just looking for hope youd get vaxxed amp boosted 

No one ever claimed getting vaxxed wo…","[IsMuadib, If, you, re, just, looking, for, hope, you, d, get, vaxxed, amp, boosted, 

, No, one, ever, claimed, getting, vaxxed, wo, …]","['IsMuadib', 'looking', 'hope', 'd', 'vaxxed', 'amp', 'boosted', '\n\n', 'claimed', 'getting', 'vaxxed', 'wo', '…']","ismuadib look hope d vax amp boost 

 claim get vax wo …",positive,"{'neg': 0.093, 'neu': 0.678, 'pos': 0.229, 'compound': 0.4939}",0.0,0.0
444,444,1643760724000,Joshua Okerson,authorjdokerson,"Original #painting by Johanne Brouillette!
.
#tuesdayvibe #art #ArtistOnTwitter #ibes #coronadebat #WSMDS… https://t.co/SfSWzLscfL",2,1,"Original  by Johanne Brouillette!
.
     …",[],"['#painting', '#tuesdayvibe', '#art', '#ArtistOnTwitter', '#ibes', '#coronadebat', '#WSMDS']",[' https://t.co/SfSWzLscfL'],"Original  by Johanne Brouillette

     …","[Original,  , by, Johanne, Brouillette, 

     , …]","['Original', ' ', 'Johanne', 'Brouillette', '\n\n     ', '…']","origin   johann brouillett 

      …",positive,"{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.3802}",0.46875,0.75
445,445,1643760681000,Joshua Okerson,authorjdokerson,"Original #painting by Brian Esch!
.
#tuesdayvibe #art #ArtistOnTwitter #ibes #coronadebat #WSMDS #incometax… https://t.co/HKaA4gS3MJ",1,1,"Original  by Brian Esch!
.
      …",[],"['#painting', '#tuesdayvibe', '#art', '#ArtistOnTwitter', '#ibes', '#coronadebat', '#WSMDS', '#incometax']",[' https://t.co/HKaA4gS3MJ'],"Original  by Brian Esch

      …","[Original,  , by, Brian, Esch, 

      , …]","['Original', ' ', 'Brian', 'Esch', '\n\n      ', '…']","origin   brian esch 

       …",positive,"{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.3802}",0.46875,0.75
446,446,1643760600000,Cash for Clunkers,cash_clunkers,There are four areas of exercise that can improve flexibility and range of motion to improve the physical driving-r… https://t.co/SwJ2xiiPfv,0,0,There are four areas of exercise that can improve flexibility and range of motion to improve the physical driving-r…,[],[],[' https://t.co/SwJ2xiiPfv'],There are four areas of exercise that can improve flexibility and range of motion to improve the physical drivingr…,"[There, are, four, areas, of, exercise, that, can, improve, flexibility, and, range, of, motion, to, improve, the, physical, drivingr, …]","['areas', 'exercise', 'improve', 'flexibility', 'range', 'motion', 'improve', 'physical', 'drivingr', '…']",area exercis improv flexibl rang motion improv physic drivingr …,positive,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.802}",0.0,0.14285714285714285
447,447,1643760595000,Joshua Okerson,authorjdokerson,"Original #painting by Michael Wright
.
#tuesdayvibe #art #ArtistOnTwitter #ibes #coronadebat #WSMDS #incometax… https://t.co/m60h5iGMYX",1,1,"Original  by Michael Wright
.
      …",[],"['#painting', '#tuesdayvibe', '#art', '#ArtistOnTwitter', '#ibes', '#coronadebat', '#WSMDS', '#incometax']",[' https://t.co/m60h5iGMYX'],"Original  by Michael Wright

      …","[Original,  , by, Michael, Wright, 

      , …]","['Original', ' ', 'Michael', 'Wright', '\n\n      ', '…']","origin   michael wright 

       …",positive,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",0.375,0.75
448,448,1643760567000,Joshua Okerson,authorjdokerson,"Original #painting by Michael Wright
.
#tuesdayvibe #art #ArtistOnTwitter #ibes #coronadebat #WSMDS #incometax… https://t.co/93FpqkOs9Q",2,1,"Original  by Michael Wright
.
      …",[],"['#painting', '#tuesdayvibe', '#art', '#ArtistOnTwitter', '#ibes', '#coronadebat', '#WSMDS', '#incometax']",[' https://t.co/93FpqkOs9Q'],"Original  by Michael Wright

      …","[Original,  , by, Michael, Wright, 

      , …]","['Original', ' ', 'Michael', 'Wright', '\n\n      ', '…']","origin   michael wright 

       …",positive,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",0.375,0.75
449,449,1643760562000,Paul RunningHorse Vigil,HouseBuyerQuest,@ColoradoSun #Covid Suffering With COVID Post Traumatic Stress Disorder? Fundraising Campaign. Partner and Fundrais… https://t.co/AbIJ6TwmXV,0,0,Suffering With COVID Post Traumatic Stress Disorder? Fundraising Campaign. Partner and Fundrais…,['@ColoradoSun'],['#Covid'],[' https://t.co/AbIJ6TwmXV'],Suffering With COVID Post Traumatic Stress Disorder Fundraising Campaign Partner and Fundrais…,"[Suffering, With, COVID, Post, Traumatic, Stress, Disorder, Fundraising, Campaign, Partner, and, Fundrais, …]","['Suffering', 'COVID', 'Post', 'Traumatic', 'Stress', 'Disorder', 'Fundraising', 'Campaign', 'Partner', 'Fundrais', '…']",suffer covid post traumat stress disord fundrais campaign partner fundrai …,negative,"{'neg': 0.606, 'neu': 0.394, 'pos': 0.0, 'compound': -0.9062}",0.0,0.0
450,450,1643760539000,Joshua Okerson,authorjdokerson,"Original #painting by Michael Wright
.
#tuesdayvibe #art #ArtistOnTwitter #ibes #coronadebat #WSMDS #incometax… https://t.co/QTQravFF1p",1,1,"Original  by Michael Wright
.
      …",[],"['#painting', '#tuesdayvibe', '#art', '#ArtistOnTwitter', '#ibes', '#coronadebat', '#WSMDS', '#incometax']",[' https://t.co/QTQravFF1p'],"Original  by Michael Wright

      …","[Original,  , by, Michael, Wright, 

      , …]","['Original', ' ', 'Michael', 'Wright', '\n\n      ', '…']","origin   michael wright 

       …",positive,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",0.375,0.75
451,451,1643760509000,Joshua Okerson,authorjdokerson,"Original #painting by Michael Wright
.
#tuesdayvibe #art #ArtistOnTwitter #ibes #coronadebat #WSMDS #incometax… https://t.co/Zh3obKWrkY",1,1,"Original  by Michael Wright
.
      …",[],"['#painting', '#tuesdayvibe', '#art', '#ArtistOnTwitter', '#ibes', '#coronadebat', '#WSMDS', '#incometax']",[' https://t.co/Zh3obKWrkY'],"Original  by Michael Wright

      …","[Original,  , by, Michael, Wright, 

      , …]","['Original', ' ', 'Michael', 'Wright', '\n\n      ', '…']","origin   michael wright 

       …",positive,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",0.375,0.75
452,452,1643760506000,Paul RunningHorse Vigil,HouseBuyerQuest,@NBCUFoundation #Covid Suffering With COVID Post Traumatic Stress Disorder? Fundraising Campaign. Partner and Fundr… https://t.co/4ZPVHE7YrT,0,0,Suffering With COVID Post Traumatic Stress Disorder? Fundraising Campaign. Partner and Fundr…,['@NBCUFoundation'],['#Covid'],[' https://t.co/4ZPVHE7YrT'],Suffering With COVID Post Traumatic Stress Disorder Fundraising Campaign Partner and Fundr…,"[Suffering, With, COVID, Post, Traumatic, Stress, Disorder, Fundraising, Campaign, Partner, and, Fundr, …]","['Suffering', 'COVID', 'Post', 'Traumatic', 'Stress', 'Disorder', 'Fundraising', 'Campaign', 'Partner', 'Fundr', '…']",suffer covid post traumat stress disord fundrais campaign partner fundr …,negative,"{'neg': 0.606, 'neu': 0.394, 'pos': 0.0, 'compound': -0.9062}",0.0,0.0
453,453,1643760482000,Joshua Okerson,authorjdokerson,"Original #painting by Michael Wright
.
#tuesdayvibe #art #ArtistOnTwitter #ibes #coronadebat #WSMDS #incometax… https://t.co/UFMpk12xkw",1,1,"Original  by Michael Wright
.
      …",[],"['#painting', '#tuesdayvibe', '#art', '#ArtistOnTwitter', '#ibes', '#coronadebat', '#WSMDS', '#incometax']",[' https://t.co/UFMpk12xkw'],"Original  by Michael Wright

      …","[Original,  , by, Michael, Wright, 

      , …]","['Original', ' ', 'Michael', 'Wright', '\n\n      ', '…']","origin   michael wright 

       …",positive,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",0.375,0.75
454,454,1643760468000,Paul RunningHorse Vigil,HouseBuyerQuest,#Covid Suffering With COVID Post Traumatic Stress Disorder? Fundraising Campaign. Partner and Fundraise Donate by C… https://t.co/sAH6Z87O3c,0,0,Suffering With COVID Post Traumatic Stress Disorder? Fundraising Campaign. Partner and Fundraise Donate by C…,[],['#Covid'],[' https://t.co/sAH6Z87O3c'],Suffering With COVID Post Traumatic Stress Disorder Fundraising Campaign Partner and Fundraise Donate by C…,"[Suffering, With, COVID, Post, Traumatic, Stress, Disorder, Fundraising, Campaign, Partner, and, Fundraise, Donate, by, C, …]","['Suffering', 'COVID', 'Post', 'Traumatic', 'Stress', 'Disorder', 'Fundraising', 'Campaign', 'Partner', 'Fundraise', 'Donate', 'C', '…']",suffer covid post traumat stress disord fundrais campaign partner fundrais donat c …,negative,"{'neg': 0.528, 'neu': 0.472, 'pos': 0.0, 'compound': -0.9062}",0.0,0.0
455,455,1643760432000,Joshua Okerson,authorjdokerson,"Original #painting by Michael Wright
.
#tuesdayvibe #art #ArtistOnTwitter #ibes #coronadebat #WSMDS #incometax… https://t.co/NBCenKnikC",1,1,"Original  by Michael Wright
.
      …",[],"['#painting', '#tuesdayvibe', '#art', '#ArtistOnTwitter', '#ibes', '#coronadebat', '#WSMDS', '#incometax']",[' https://t.co/NBCenKnikC'],"Original  by Michael Wright

      …","[Original,  , by, Michael, Wright, 

      , …]","['Original', ' ', 'Michael', 'Wright', '\n\n      ', '…']","origin   michael wright 

       …",positive,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",0.375,0.75
456,456,1643760326000,504HealthNet,504HealthNet,"@core_neworleans

Week of 1/31-2/6

Check out next week’s free community COVID-19 testing schedule! 

✅Free, walk-u… https://t.co/Uc0PJUFpbg",0,0,"_neworleans

Week of 1/31-2/6

Check out next week’s free community COVID-19 testing schedule! 

✅Free, walk-u…",['@core'],[],[' https://t.co/Uc0PJUFpbg'],"neworleans

Week of 13126

Check out next week’s free community COVID1 testing schedule 

✅Free walku…","[neworleans, 

, Week, of, 13126, 

, Check, out, next, week, ’s, free, community, COVID1, testing, schedule, 

, ✅, Free, walku, …]","['neworleans', '\n\n', 'Week', '13126', '\n\n', 'Check', 'week', 'free', 'community', 'COVID1', 'testing', 'schedule', '\n\n', '✅', 'Free', 'walku', '…']","neworlean 

 week 13126 

 check week free commun covid1 test schedul 

 ✅ free walku …",positive,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.5562}",0.25,0.4
457,457,1643760290000,Jackie Daytona,CaptObvious69,⁦@JustinTrudeau⁩ Demands #Truckers Get Vaccinated Like He Did So They Don't Catch #COVID Like He Did | The Babylon… https://t.co/KxyfoRYT9Q,0,0,⁦⁩ Demands  Get Vaccinated Like He Did So They Don't Catch  Like He Did | The Babylon…,['@JustinTrudeau'],"['#Truckers', '#COVID']",[' https://t.co/KxyfoRYT9Q'],⁦⁩ Demands  Get Vaccinated Like He Did So They Dont Catch  Like He Did  The Babylon…,"[⁦⁩, Demands,  , Get, Vaccinated, Like, He, Did, So, They, Do, nt, Catch,  , Like, He, Did,  , The, Babylon, …]","['\u2066\u2069', 'Demands', ' ', 'Vaccinated', 'Like', 'nt', 'Catch', ' ', 'Like', ' ', 'Babylon', '…']",⁦⁩ demand   vaccin like nt catch   like   babylon …,positive,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.6124}",0.0,0.0
458,458,1643760229000,TheLyriSis,Eyeswide54,Anybody know where any of these young ppl are today? #COVID #springbreak #coronavirus https://t.co/U0HCRIHUBz,0,0,Anybody know where any of these young ppl are today?,[],"['#COVID', '#springbreak', '#coronavirus']",[' https://t.co/U0HCRIHUBz'],Anybody know where any of these young ppl are today,"[Anybody, know, where, any, of, these, young, ppl, are, today]","['Anybody', 'know', 'young', 'ppl', 'today']",anybodi know young ppl today,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.1,0.4
459,459,1643760052000,OmobaOladele Osinuga,delinjerosin,A 'jaw-dropping' and 'staggering' £8.7 billion of losses has been disclosed by the DHS Personal Protective Equipmen… https://t.co/J0u7Ch1pxX,0,0,A 'jaw-dropping' and 'staggering' £8.7 billion of losses has been disclosed by the DHS Personal Protective Equipmen…,[],[],[' https://t.co/J0u7Ch1pxX'],A jawdropping and staggering £87 billion of losses has been disclosed by the DHS Personal Protective Equipmen…,"[A, jawdropping, and, staggering, £, 87, billion, of, losses, has, been, disclosed, by, the, DHS, Personal, Protective, Equipmen, …]","['jawdropping', 'staggering', '£', '87', 'billion', 'losses', 'disclosed', 'DHS', 'Personal', 'Protective', 'Equipmen', '…']",jawdrop stagger £ 87 billion loss disclos dh person protect equipmen …,negative,"{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.4019}",0.0,0.3
460,460,1643760039000,Laurie  Weiss,LaurieWeiss,"""Discover your most important priorities."" - Dr. Laurie Weiss

Are you feeling #anxiety because you're bored by wha… https://t.co/JW1ylZ5Ko2",0,0,"""Discover your most important priorities."" - Dr. Laurie Weiss

Are you feeling  because you're bored by wha…",[],['#anxiety'],[' https://t.co/JW1ylZ5Ko2'],"Discover your most important priorities  Dr Laurie Weiss

Are you feeling  because youre bored by wha…","[Discover, your, most, important, priorities,  , Dr, Laurie, Weiss, 

, Are, you, feeling,  , because, you, re, bored, by, wha, …]","['Discover', 'important', 'priorities', ' ', 'Dr', 'Laurie', 'Weiss', '\n\n', 'feeling', ' ', 'bored', 'wha', '…']","discov import prioriti   dr lauri weiss 

 feel   bore wha …",positive,"{'neg': 0.112, 'neu': 0.695, 'pos': 0.192, 'compound': 0.1263}",0.13333333333333333,0.8333333333333334
461,461,1643760012000,Microbes.info,MicrobesInfo,"Additional 20,071 new #COVID-19 #coronavirus incidences reported in #Florida ... 

| #COVID19 | #infections |… https://t.co/P3Aw99yNNA",0,0,"Additional 20,071 new -19  incidences reported in  ... 

|  |  |…",[],"['#COVID', '#coronavirus', '#Florida', '#COVID19', '#infections']",[' https://t.co/P3Aw99yNNA'],"Additional 271 new 1  incidences reported in   

    …","[Additional, 271, new, 1,  , incidences, reported, in,   

    , …]","['Additional', '271', 'new', '1', ' ', 'incidences', 'reported', '  \n\n    ', '…']","addit 271 new 1   incid report   

     …",neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.13636363636363635,0.45454545454545453
462,462,1643759936000,Kyle Lampe,Prof_Lampe,"Dare I hope?

#Covid Live Updates: Pfizer Applies to F.D.A. for Two-Shot Vaccine for Children Under 5 - The New Yor… https://t.co/X0RYkkNosk",16,1,"Dare I hope?

 Live Updates: Pfizer Applies to F.D.A. for Two-Shot Vaccine for Children Under 5 - The New Yor…",[],['#Covid'],[' https://t.co/X0RYkkNosk'],"Dare I hope

 Live Updates Pfizer Applies to FDA for TwoShot Vaccine for Children Under 5  The New Yor…","[Dare, I, hope, 

 , Live, Updates, Pfizer, Applies, to, FDA, for, TwoShot, Vaccine, for, Children, Under, 5,  , The, New, Yor, …]","['Dare', 'hope', '\n\n ', 'Live', 'Updates', 'Pfizer', 'Applies', 'FDA', 'TwoShot', 'Vaccine', 'Children', '5', ' ', 'New', 'Yor', '…']","dare hope 

  live updat pfizer appli fda twoshot vaccin children 5   new yor …",positive,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}",0.13636363636363635,0.4772727272727273
463,463,1643759890000,It’s Just Me,TooSnarky,YAY!! I’m doing a happy dance!! #COVID #negative https://t.co/5gXk6iNETm,5,1,YAY!! I’m doing a happy dance!!,[],"['#COVID', '#negative']",[' https://t.co/5gXk6iNETm'],YAY I’m doing a happy dance,"[YAY, I, ’m, doing, a, happy, dance]","['YAY', 'happy', 'dance']",yay happi danc,positive,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.875}",1.0,1.0
